year,name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,pv_pct,wind_pct,nm_pct,ee_pct,dem_res_cust_pct
2019.0,"Pee Dee Electric Coop, Inc",SC,706695.0,30490.0,14557.0,Cooperative,98.4,0.708,138.98305,116.0,102.0,SERC,0.0,742145.0,13.523,0.004,13.527,0.0,4.0,0.0,0.001913555352733499,5.660150418497371e-07,0.0019141213677753486,0.0,0.013119055428009185
2019.0,PPL Electric Utilities Corp,PA,10569683.0,855014.0,14715.0,Investor Owned,74.3,0.66,112.57576,1276.0,47.0,RFC,0.0,11268268.0,0.0,0.0,0.0,429639.506,64.0,0.0,0.0,0.0,0.0,4.064828680292494,0.00748525755133834
2019.0,Pee Dee Electric Member Corp,NC,389641.0,21110.0,14717.0,Cooperative,136.81,1.573,86.973935,36.0,9.0,SERC,0.0,416803.0,160.54,0.0,160.54,22.0,102.0,0.0,0.04120202956054419,0.0,0.04120202956054419,0.005646223061741449,0.483183325438181
2019.0,PECO Energy Co,PA,12296539.0,1142446.0,14940.0,Investor Owned,94,0.87,108.04598,2165.0,0.0,RFC,0.0,14635162.0,0.0,0.0,0.0,236212.0,60690.0,162606.0,0.0,0.0,0.0,1.9209632889384567,5.312286094922649
2019.0,Piedmont Electric Member Corp,NC,488011.0,32534.0,15023.0,Cooperative,106.087,0.826,128.43462,68.0,0.0,SERC,0.0,514015.0,1437.19,0.0,1437.19,3218.0,6486.0,0.0,0.2944995092323739,0.0,0.2944995092323739,0.6594113657274119,19.93606688387533
2019.0,Pierce-Pepin Coop Services,WI,120799.0,7633.0,15034.0,Cooperative,100.009,0.976,102.46824,34.0,0.0,MRO,0.0,127796.0,0.0,0.0,0.0,453.0,6528.0,0.0,0.0,0.0,0.0,0.3750031043303339,85.52338530066815
2019.0,Polk-Burnett Electric Coop,WI,236611.0,20800.0,15344.0,Cooperative,34.8,0.389,89.460154,54.0,0.0,MRO,0.0,250528.0,132.688,58.0,191.456,854.0,7113.0,0.0,0.0560785424177236,0.024512807942149776,0.08091593374779701,0.3609299652171708,34.19711538461539
2019.0,Public Service Co of Colorado,CO,29156848.0,1499395.0,15466.0,Investor Owned,92.694,0.875,105.936,793.0,30.0,WECC,23942892.0,22572657.0,0.0,0.0,0.0,595454.0,198748.0,112.731,0.0,0.0,0.0,2.042244072473129,13.255212935884138
2019.0,"Duke Energy Indiana, LLC",IN,27836983.0,840116.0,15470.0,Investor Owned,140,1.06,132.07547,1253.0,0.0,RFC,21144343.0,11947586.0,0.0,0.0,0.0,202050.14,104.0,0.0,0.0,0.0,0.0,0.7258334712493808,0.012379242866461299
2019.0,Public Service Co of NH,NH,3338801.0,400893.0,15472.0,Investor Owned,229.61,1.197,191.82122,377.0,0.0,NPCC,0.0,4431573.0,0.0,0.0,0.0,96651.536,40.0,5.0,0.0,0.0,0.0,2.8947977432617273,0.0099777247295413
