name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
City of New Martinsville - (WV),WV,30585.0,1809.0,13471.0,Municipal,99.9,1.446,69.087137,3.0,0.0,RFC,0.0,35946.0,,,,,,,,
"Entergy New Orleans, LLC",LA,5823938.0,204479.0,13478.0,Investor Owned,158.4,1.345,117.76952,247.0,0.0,SERC,2977988.0,4973133.0,MISO,0.0,0.0,0.0,46556.0,1146.0,0.0,
New Prague Utilities Comm,MN,74770.0,3641.0,13480.0,Municipal,.,.,.,12.0,0.0,MRO,43.0,77306.0,MISO,4.3,0.0,4.3,2122.8,1434.0,65.0,
City of New Richmond,WI,98103.0,4859.0,13481.0,Municipal,24.49,0.35,69.971429,10.0,10.0,MISO,0.0,101155.0,MISO,0.0,0.0,0.0,,,,
New River Light & Power Co,NC,208448.0,8356.0,13482.0,State,8.355,0.095,87.947368,23.0,0.0,SERC,0.0,211775.0,,,,,,,,
New Smyrna Beach City of,FL,425102.0,28795.0,13485.0,Municipal,.,.,.,13.0,0.0,FRCC,-93.0,451257.0,NSB,0.0,0.0,0.0,,2769.0,150.0,
New Ulm Public Utilities Comm,MN,192903.0,7414.0,13488.0,Municipal,.,.,.,14.0,14.0,MRO,7086.0,195130.0,MISO,55.56,0.0,55.56,1195.206,,,
New York State Elec & Gas Corp,NY,7299319.0,728822.0,13511.0,Investor Owned,.,.,.,1264.0,0.0,NPCC,151665.0,9720950.0,NYIS,0.0,0.0,0.0,76799.39,7341.0,202.0,
City of Newberry - (FL),FL,37663.0,1980.0,13521.0,Municipal,.,.,.,1.0,0.0,FRCC,0.0,40582.0,FPC,0.0,0.0,0.0,68.4,,,
"Newberry Electric Coop, Inc",SC,348510.0,13050.0,13524.0,Cooperative,.,.,.,59.0,40.0,SERC,0.0,364209.0,SC,0.0,0.0,0.0,,,,
"Newnan Wtr, Sewer & Light Comm",GA,337513.0,10244.0,13547.0,Municipal,27.722,0.225,123.20889,24.0,16.0,SERC,0.0,344862.0,,,,,,,,
City of Newton - (NC),NC,148421.0,4740.0,13561.0,Municipal,48.34,.,.,7.0,0.0,SERC,0.0,156372.0,,,,,,,,
City of Newton Falls - (OH),OH,42965.0,2571.0,13563.0,Municipal,.,.,.,6.0,0.0,RFC,0.0,42965.0,,,,,,,,
Niagara Mohawk Power Corp.,NY,14118253.0,1396453.0,13573.0,Investor Owned,135.57,1.053,128.74644,2090.0,11.0,NPCC,0.0,14584609.0,NYIS,0.0,0.0,0.0,377931.0,6060.0,1285.5,
City of Niles - (MI),MI,123404.0,7085.0,13604.0,Municipal,90.03,0.84,107.17857,35.0,0.0,RFC,0.0,127729.0,,,,,540.0,,,
Northern Virginia Elec Coop,VA,5853943.0,173448.0,13640.0,Cooperative,.,.,.,321.0,321.0,SERC,0.0,6055878.0,PJM,6965.0,0.0,6965.0,,35342.0,1013.4,
Noble County R E M C,IN,216641.0,11410.0,13647.0,Cooperative,101.9,1.008,101.09127,29.0,23.0,RFC,0.0,224308.0,PJM,205.491,0.0,205.491,,,,
Nolin Rural Electric Coop Corp,KY,755245.0,35614.0,13651.0,Cooperative,63.803,0.996,64.059237,84.0,0.0,RFC,0.0,784861.0,PJM,261.0,0.0,261.0,,,,
Norris Public Power District,NE,943196.0,24538.0,13664.0,Political Subdivision,158.7,1.602,99.06367,224.0,0.0,MRO,0.0,1061049.0,SWPP,420.68,43.742,464.422,2724.0,1549.0,0.0,
Nishnabotna Valley R E C,IA,180709.0,3688.0,13675.0,Cooperative,.,.,.,51.0,0.0,MRO,0.0,185689.0,SWPP,37.32,4.689,42.009,,,,
"North Arkansas Elec Coop, Inc",AR,619054.0,37022.0,13676.0,Cooperative,210.85,1.72,122.58721,93.0,85.0,SPP,0.0,662778.0,MISO,0.0,0.0,0.0,278.259,8697.0,0.0,
Town of North Attleborough - (MA),MA,217319.0,13479.0,13679.0,Municipal,14.239,0.121,117.67769,12.0,0.0,NPCC,0.0,134518.0,ISNE,0.0,0.0,0.0,,,,
Nobles Cooperative Electric,MN,195324.0,6878.0,13684.0,Cooperative,222.477,1.326,167.78054,56.0,0.0,MRO,6033.0,199136.0,MISO,115.829,106.557,222.386,,,,
"Niobrara Electric Assn, Inc",WY,104333.0,2122.0,13685.0,Cooperative,602.6,.,.,8.0,1.0,WECC,0.0,120886.0,,,,,,,,
"North Central Elec Coop, Inc",OH,206851.0,9657.0,13693.0,Cooperative,79.12,.,.,42.0,42.0,RFC,0.0,216867.0,,,,,,,,
North Central Public Pwr Dist,NE,125572.0,6623.0,13698.0,Political Subdivision,.,.,.,44.0,0.0,MRO,0.0,138866.0,SWPP,0.0,0.0,0.0,264.333,978.0,2350.0,
North Itasca Electric Coop Inc,MN,52572.0,5442.0,13700.0,Cooperative,.,.,.,16.0,0.0,MRO,0.0,58160.0,,,,,,,,
"North Western Elec Coop, Inc",OH,123916.0,5943.0,13704.0,Cooperative,.,.,.,33.0,0.0,RFC,0.0,131659.0,PJM,0.0,0.376,0.376,,,,
North Georgia Elec Member Corp,GA,2402178.0,100982.0,13716.0,Cooperative,143.19,1.618,88.498146,146.0,146.0,SERC,0.0,2481861.0,,,,,,,,
City of North Little Rock - (AR),AR,904128.0,39057.0,13718.0,Municipal,.,.,.,48.0,45.0,SERC,90657.0,855936.0,MISO,0.0,0.0,0.0,,,,
City of North St Paul - (MN),MN,66954.0,6290.0,13730.0,Municipal,.,.,.,4.0,4.0,MRO,0.0,73693.0,,,,,,,,
"North Star Electric Coop, Inc",MN,111159.0,6615.0,13731.0,Cooperative,92.363,1.162,79.486231,49.0,0.0,MRO,0.0,118463.0,MISO,0.0,0.0,0.0,1560.992,,,
Northcentral Mississippi E P A,MS,1066303.0,32162.0,13735.0,Cooperative,230.27,2.56,89.949219,47.0,0.0,SERC,0.0,1107918.0,,,,,,,,
"Northern Electric Coop, Inc",SD,308202.0,6502.0,13750.0,Cooperative,86.79,0.99,87.666667,58.0,58.0,MRO,0.0,319157.0,,,,,,,,
Northern Indiana Pub Serv Co,IN,15713180.0,475576.0,13756.0,Investor Owned,155,1.068,145.13109,131.0,0.0,RFC,10318527.0,5883357.0,MISO,11555.416,1474.704,13030.12,130299.547,,,
North Plains Electric Coop Inc,TX,354723.0,7181.0,13757.0,Cooperative,.,.,.,57.0,0.0,SPP,0.0,387323.0,,,,,,,,
"Northern Lights, Inc",ID,262107.0,16851.0,13758.0,Cooperative,.,.,.,28.0,28.0,WECC,15375.0,325302.0,,,,,,,,
"Northern Lights, Inc",MT,56592.0,4613.0,13758.0,Cooperative,.,.,.,8.0,8.0,,,,,,,,,,,
"Northern Lights, Inc",WA,139.0,14.0,13758.0,Cooperative,.,.,.,1.0,1.0,,,,,,,,,,,
Northern Rio Arriba E Coop Inc,NM,25928.0,3030.0,13777.0,Cooperative,.,.,.,11.0,11.0,WECC,0.0,27665.0,,,,,,,,
Northern States Power Co,MI,139243.0,8942.0,13780.0,Investor Owned,99.85,0.66,151.28788,28.0,0.0,,,,,,,,1666.739,,,
Northern States Power Co,WI,6650584.0,252130.0,13780.0,Investor Owned,112.88,0.87,129.74713,370.0,0.0,,,,MISO,0.0,0.0,0.0,0.0,19561.0,65.443,
Northern States Power Co - Minnesota,MN,29166665.0,1300836.0,13781.0,Investor Owned,80.66,0.742,108.7062,1044.0,0.0,MRO,36820209.0,14814736.0,MISO,0.0,0.0,0.0,490710.51,415532.0,649.804,
Northern States Power Co - Minnesota,ND,2213172.0,94479.0,13781.0,Investor Owned,42.227,0.385,109.68052,65.0,0.0,,,,,,,,,13331.0,49.192,
Northern States Power Co - Minnesota,SD,2167185.0,95732.0,13781.0,Investor Owned,62.571,0.577,108.44194,70.0,0.0,,,,,,,,8160.865,20730.0,27.487,
Northeast Louisiana Power Coop Inc.,LA,299452.0,17517.0,13783.0,Cooperative,.,.,.,11.0,11.0,SERC,0.0,317429.0,MISO,16.199,0.0,16.199,,,,
Northern Wasco County PUD,OR,912257.0,10163.0,13788.0,Political Subdivision,17.158,0.089,192.78652,19.0,0.0,WECC,68721.0,898479.0,BPAT,0.0,0.0,0.0,1840.806,,,
Village of Northfield - (VT),VT,28824.0,1868.0,13789.0,Municipal,.,.,.,5.0,0.0,NPCC,0.0,30231.0,ISNE,0.0,0.0,0.0,,,,
Prairie Land Electric Coop Inc,KS,518455.0,24659.0,13799.0,Cooperative,.,.,.,145.0,0.0,SPP,0.0,668614.0,SWPP,0.0,0.0,0.0,,,,
Northwest Rural Pub Pwr Dist,NE,53632.0,3352.0,13805.0,Political Subdivision,280,2.112,132.57576,8.0,0.0,WECC,0.0,60746.0,WACM,0.013,0.0,0.013,,,,
NorthWestern Energy - (SD),SD,1718831.0,63853.0,13809.0,Investor Owned,112,1.39,80.57554,214.0,0.0,MRO,1224917.0,2133118.0,,,,,,,,
Nueces Electric Cooperative,TX,920153.0,17447.0,13830.0,Cooperative,176.513,1.435,123.00557,52.0,0.0,TRE,0.0,1349113.0,,,,,,,,
City of Norwich - (CT),CT,298183.0,20456.0,13831.0,Municipal,94.71,1.04,91.067308,26.0,0.0,NPCC,8903.0,301516.0,ISNE,136.004,0.0,183.254,,,,
"Northfork Electric Coop, Inc",OK,149981.0,6554.0,13838.0,Cooperative,131.2,.,.,20.0,12.0,SPP,0.0,158862.0,SWPP,0.0,0.0,0.0,0.002,217.0,1.323,
Village of Oak Harbor - (OH),OH,21276.0,1542.0,13932.0,Municipal,.,.,.,2.0,0.0,RFC,0.0,23976.0,,,,,,,,
Oakdale Electric Coop,WI,347036.0,17036.0,13936.0,Cooperative,107.22,0.987,108.63222,69.0,0.0,MRO,0.0,359209.0,MISO,0.0,0.0,0.0,440.0,5680.0,0.0,
City of Ocala,FL,1307747.0,54183.0,13955.0,Municipal,.,.,.,76.0,0.0,FRCC,0.0,1353755.0,FMPP,0.0,0.0,0.0,,,,
Oconomowoc Utilities,WI,222470.0,10064.0,13963.0,Municipal,.,.,.,17.0,0.0,MISO,0.0,228532.0,MISO,0.0,0.0,0.0,,,,
Oconto Electric Cooperative,WI,114259.0,9904.0,13964.0,Cooperative,.,.,.,30.0,0.0,RFC,7384.0,116772.0,,,,,,,,
City of Olustee,OK,3294.0,342.0,13966.0,Municipal,11.985,0.507,23.639053,1.0,1.0,SPP,0.0,3759.0,,,,,,,,
Ohio Edison Co,OH,3970997.0,327657.0,13998.0,Investor Owned,108.819,1.036,105.03764,1126.0,1126.0,RFC,0.0,4220694.0,PJM,0.0,0.0,0.0,283011.097,16.0,0.0,
Ohio Power Co,OH,11573523.0,920735.0,14006.0,Investor Owned,202.4,1.388,145.82133,1669.0,87.0,RFC,0.0,15139865.0,PJM,18695.57,11648.213,30797.703,560772.0,25.0,0.0,
PUD No 1 of Okanogan County,WA,600415.0,21249.0,14055.0,Political Subdivision,.,.,.,56.0,0.0,WECC,0.0,807601.0,DOPD,428.082,0.0,428.082,,,,
Oklahoma Electric Coop Inc,OK,1245430.0,57100.0,14062.0,Cooperative,53.4,0.9,59.333333,77.0,0.0,SPP,0.0,1297323.0,SWPP,0.0,0.0,0.0,,,,
Oklahoma Gas & Electric Co,AR,2566880.0,67599.0,14063.0,Investor Owned,.,.,.,125.0,14.0,,,,SWPP,0.0,0.0,0.0,26071.158,12.0,0.0,
Oklahoma Gas & Electric Co,OK,25797421.0,786529.0,14063.0,Investor Owned,.,.,.,1204.0,389.0,SPP,17037126.0,14019561.0,SWPP,0.0,0.0,0.0,173918.282,117102.0,10203.152,
"Okanogan County Elec Coop, Inc",WA,61989.0,3747.0,14074.0,Cooperative,.,.,.,7.0,0.0,WECC,0.0,66979.0,BPAT,0.0,0.0,0.0,,,,
City of Olivia - (MN),MN,26778.0,1261.0,14107.0,Municipal,0.655,0.01,65.5,11.0,5.0,MRO,0.0,29675.0,,,,,,,,
"Oregon Trail El Cons Coop, Inc",OR,648291.0,31282.0,14109.0,Cooperative,.,.,.,77.0,0.0,WECC,0.0,672217.0,BPAT,0.0,0.0,0.0,2816.19,,,
Omaha Public Power District,NE,10919803.0,384501.0,14127.0,Political Subdivision,76.3,0.58,131.55172,483.0,29.0,MRO,9022252.0,6690680.0,SWPP,4.023,0.026,4.049,15741.0,48804.0,0.0,
City of Opelika - (AL),AL,439912.0,13165.0,14146.0,Municipal,254.2,0.565,449.9115,26.0,26.0,SERC,0.0,458536.0,,,,,,,,
Orange & Rockland Utils Inc,NY,1646468.0,159741.0,14154.0,Investor Owned,.,.,.,212.0,0.0,NPCC,0.0,1924037.0,NYIS,0.0,0.0,0.0,53373.291,3105.0,61.86,
Ontonagon County R E A,MI,24437.0,4868.0,14156.0,Cooperative,442.2,2.19,201.91781,12.0,0.0,RFC,0.0,28275.0,MISO,0.0,0.0,0.0,,,,
Orcas Power & Light Coop,WA,207180.0,15163.0,14170.0,Cooperative,217.8,1.778,122.49719,30.0,0.0,WECC,0.0,221881.0,BPAT,151.219,4.716,171.632,,,,
"Tri-County Electric Coop, Inc (SC)",SC,305973.0,18085.0,14175.0,Cooperative,192.59,2.69,71.594796,59.0,0.0,SERC,0.0,323193.0,SC,0.0,0.0,0.0,,17568.0,1333.0,
"P K M Electric Coop, Inc",MN,112024.0,3873.0,14178.0,Cooperative,83.75,0.21,398.80952,41.0,20.0,MRO,0.0,119278.0,,,,,,1805.0,0.0,
Osage Valley Elec Coop Assn,MO,278183.0,16339.0,14192.0,Cooperative,.,.,.,53.0,53.0,SERC,0.0,296424.0,AECI,0.0,0.0,0.0,,,,
City of Orrville - (OH),OH,297705.0,7468.0,14194.0,Municipal,.,.,.,11.0,2.0,RFC,13256.0,341465.0,,,,,,,,
City of Ortonville - (MN),MN,27596.0,1340.0,14196.0,Municipal,.,.,.,8.0,8.0,MRO,0.0,29935.0,,,,,117.2,,,
"Osceola Electric Coop, Inc",IA,71206.0,1136.0,14202.0,Cooperative,102.774,3.337,30.798322,14.0,0.0,SPP,201.0,73576.0,,,,,257.0,615.0,0.0,
City of Ottawa - (KS),KS,144034.0,6168.0,14229.0,Municipal,.,.,.,11.0,0.0,SPP,893.0,148309.0,SWPP,0.0,0.0,0.0,,,,
Otter Tail Power Co,MN,2659813.0,61748.0,14232.0,Investor Owned,101.73,1.13,90.026549,282.0,0.0,MRO,3010446.0,2587505.0,MISO,215.722,9.424,229.146,69248.477,20980.0,0.0,
Otter Tail Power Co,ND,1820322.0,59181.0,14232.0,Investor Owned,108.91,1.47,74.088435,352.0,0.0,,,,MISO,9.167,26.707,35.874,,,,
Otter Tail Power Co,SD,488954.0,11654.0,14232.0,Investor Owned,968.6,4.67,207.40899,100.0,0.0,,,,MISO,9.167,26.707,35.874,13217.097,,,
Overton Power District No 5,NV,397504.0,16145.0,14245.0,Political Subdivision,16.061,0.224,71.700893,38.0,38.0,WECC,0.0,401631.0,NEVP,991.179,0.0,991.179,,,,
City of Owatonna - (MN),MN,385987.0,11869.0,14246.0,Municipal,18.771,0.217,86.502304,23.0,0.0,MRO,0.0,410966.0,MISO,0.0,0.0,0.0,6189.046,7096.0,110.451,
Owen Electric Coop Inc,KY,2374074.0,62278.0,14251.0,Cooperative,104,1.3,80,124.0,0.0,,,,PJM,0.0,0.0,0.0,,,,
Village of Orleans - (VT),VT,12688.0,665.0,14261.0,Municipal,.,.,.,4.0,0.0,NPCC,0.0,13812.0,ISNE,0.0,0.0,0.0,,,,
City of Owensboro - (KY),KY,788750.0,26340.0,14268.0,Municipal,74.738,1.044,71.588123,66.0,0.0,SERC,1588285.0,226564.0,LGEE,181.1,0.0,181.1,,,,
Ozarks Electric Coop Corp - (AR),AR,1253492.0,65697.0,14289.0,Cooperative,42.77,0.26,164.5,97.0,0.0,SPP,0.0,1566701.0,SWPP,0.0,0.0,0.0,,,,
Ozarks Electric Coop Corp - (AR),OK,201336.0,12068.0,14289.0,Cooperative,127.69,0.72,177.34722,26.0,0.0,,,,,,,,,,,
Pacific Gas & Electric Co.,CA,36462157.0,2635291.0,14328.0,Investor Owned,134.1,0.995,134.77387,3109.0,0.0,WECC,33491087.0,42164686.0,CISO,0.0,0.0,0.0,1322045.0,268381.0,3963.0,
PacifiCorp,CA,740931.0,45483.0,14354.0,Investor Owned,106.3,0.838,126.84964,76.0,0.0,,,,PACW,0.0,0.0,0.0,7237.7,,,
PacifiCorp,ID,3485476.0,81501.0,14354.0,Investor Owned,89.114,0.954,93.410901,169.0,0.0,,,,PACE,0.0,0.0,0.0,21354.1,157.0,0.0,
PacifiCorp,OR,13088664.0,595834.0,14354.0,Investor Owned,108.057,0.966,111.86025,499.0,0.0,WECC,51747177.0,12097791.0,PACW,0.0,0.0,0.0,,5.0,0.0,
PacifiCorp,UT,24490305.0,935926.0,14354.0,Investor Owned,115.523,0.982,117.64053,949.0,0.0,,,,PACE,0.0,0.0,0.0,250957.2,93191.0,0.0,
PacifiCorp,WA,4144590.0,132291.0,14354.0,Investor Owned,88.112,0.679,129.7673,127.0,0.0,,,,PACW,0.0,0.0,0.0,40248.2,,,
PacifiCorp,WY,9392641.0,141499.0,14354.0,Investor Owned,134.604,1.352,99.559172,199.0,0.0,,,,PACE,0.0,0.0,0.0,44843.8,,,
City of Paducah - (KY),KY,554027.0,22585.0,14371.0,Municipal,49.49,1.42,34.852113,52.0,52.0,SERC,29590.0,544222.0,,,,,,,,
City of Painesville,OH,221211.0,12442.0,14381.0,Municipal,92.313,0.804,114.81716,16.0,0.0,RFC,771.0,253106.0,,,,,,,,
Palmetto Electric Coop Inc,SC,1510043.0,74071.0,14398.0,Cooperative,43.75,0.627,69.776715,136.0,0.0,SERC,0.0,1555274.0,SC,434.64,0.0,434.64,,38927.0,1.73,
City of Palo Alto - (CA),CA,888126.0,29790.0,14401.0,Municipal,.,.,.,63.0,0.0,WECC,8.0,908852.0,CISO,2789.856,0.0,2789.856,8234.557,,,
"Panola-Harrison Elec Coop, Inc",LA,179354.0,9254.0,14424.0,Cooperative,.,.,.,28.0,28.0,,,,SWPP,0.0,0.0,0.0,,,,
"Panola-Harrison Elec Coop, Inc",TX,196605.0,10693.0,14424.0,Cooperative,.,.,.,28.0,28.0,SPP,0.0,400824.0,,,,,,,,
City of Paris - (TN),TN,457593.0,21428.0,14455.0,Municipal,210.535,3.095,68.024233,43.0,39.0,SERC,0.0,480350.0,,,,,,,,
People's Cooperative Services,MN,357063.0,22859.0,14468.0,Cooperative,87.88,1.233,71.273317,78.0,0.0,MRO,0.0,373985.0,MISO,1497.691,68.081,1565.772,4529.0,2189.0,0.0,
Parke County Rural E M C,IN,184041.0,12366.0,14471.0,Cooperative,624.396,4.944,126.29369,31.0,0.0,RFC,0.0,198052.0,MISO,109.112,0.0,109.112,,,,
City of Pasadena - (CA),CA,991981.0,64882.0,14534.0,Municipal,14.271,0.089,160.34831,117.0,0.0,WECC,57111.0,1244960.0,CISO,457.697,0.0,457.697,16681.0,,,
"Pee Dee Electric Coop, Inc",SC,706695.0,30490.0,14557.0,Cooperative,98.4,0.708,138.98305,116.0,102.0,SERC,0.0,742145.0,SC,13.523,0.004,13.527,0.0,4.0,0.0,
Pearl River Valley El Pwr Assn,MS,1039735.0,50466.0,14563.0,Cooperative,166.64,2.167,76.898939,93.0,0.0,SERC,0.0,1096100.0,MISO,0.0,0.0,0.0,676.0,,,
"Peace River Electric Coop, Inc",FL,850477.0,45984.0,14606.0,Cooperative,156.6,1.84,85.108696,56.0,6.0,FRCC,0.0,888650.0,SEC,2020.0,0.0,2020.0,557.0,,,
Orlando Utilities Comm,FL,6825560.0,247443.0,14610.0,Municipal,.,.,.,288.0,288.0,,,,FMPP,0.0,0.0,0.0,24044.7,,,
PUD No 2 of Grant County,WA,5038302.0,51635.0,14624.0,Political Subdivision,.,.,.,227.0,0.0,WECC,8277669.0,882920.0,GCPD,296.74,0.0,296.74,1715.11,,,
"Pedernales Electric Coop, Inc",TX,6490606.0,363712.0,14626.0,Cooperative,45.3,0.91,49.78022,281.0,0.0,TRE,0.0,6916900.0,ERCO,0.0,0.0,0.0,,,,
Peninsula Light Company,WA,586557.0,33723.0,14668.0,Cooperative,40,0.26,153.84615,33.0,0.0,WECC,0.0,612620.0,BPAT,0.0,0.0,0.0,1941.0,,,
Pennsylvania Electric Co,PA,4158113.0,425663.0,14711.0,Investor Owned,223.75,1.71,130.84795,1229.0,883.0,,,,PJM,0.0,0.0,0.0,197569.86,,,
PPL Electric Utilities Corp,PA,10569683.0,855014.0,14715.0,Investor Owned,74.3,0.66,112.57576,1276.0,47.0,RFC,0.0,11268268.0,PJM,0.0,0.0,0.0,429639.506,64.0,0.0,
Pennsylvania Power Co,PA,1584884.0,123689.0,14716.0,Investor Owned,155.503,1.252,124.20367,201.0,201.0,,,,PJM,0.0,0.0,0.0,58908.819,29159.0,0.0,
Pee Dee Electric Member Corp,NC,389641.0,21110.0,14717.0,Cooperative,136.81,1.573,86.973935,36.0,9.0,SERC,0.0,416803.0,CPLE,160.54,0.0,160.54,22.0,102.0,0.0,
Pennyrile Rural Electric Coop,KY,1213796.0,44258.0,14724.0,Cooperative,201,2.06,97.572816,81.0,18.0,SERC,0.0,1273916.0,,,,,,,,
People's Electric Cooperative,OK,793284.0,21876.0,14775.0,Cooperative,.,.,.,74.0,0.0,SPP,28407.0,890175.0,SWPP,0.0,0.0,0.0,,,,
Borough of Perkasie - (PA),PA,53092.0,4106.0,14792.0,Municipal,9.63,0.1,96.3,3.0,0.0,RFC,0.0,58579.0,PJM,0.0,0.0,0.0,,,,
City of Peru - (IN),IN,234730.0,10388.0,14839.0,Municipal,.,.,.,18.0,0.0,RFC,11.0,246618.0,MISO,0.0,0.0,0.0,,,,
Petit Jean Electric Coop Corp,AR,314566.0,20072.0,14864.0,Cooperative,185.04,1.42,130.30986,45.0,0.0,SERC,0.0,337672.0,MISO,0.0,0.0,0.0,,,,
PECO Energy Co,PA,12296539.0,1142446.0,14940.0,Investor Owned,94,0.87,108.04598,2165.0,0.0,RFC,0.0,14635162.0,PJM,0.0,0.0,0.0,236212.0,60690.0,162606.0,
Pickwick Electric Coop,TN,371927.0,20679.0,15016.0,Cooperative,.,.,.,39.0,39.0,SERC,0.0,389305.0,,,,,,,,
Piedmont Electric Member Corp,NC,488011.0,32534.0,15023.0,Cooperative,106.087,0.826,128.43462,68.0,0.0,SERC,0.0,514015.0,DUK,1437.19,0.0,1437.19,3218.0,6486.0,0.0,
Pierce-Pepin Coop Services,WI,120799.0,7633.0,15034.0,Cooperative,100.009,0.976,102.46824,34.0,0.0,MRO,0.0,127796.0,MISO,0.0,0.0,0.0,453.0,6528.0,0.0,
Pike County Light & Power Co,PA,49314.0,3460.0,15045.0,Investor Owned,.,.,.,1.0,0.0,,,,NYIS,0.0,0.0,0.0,,,,
Electrical Dist No2 Pinal County,AZ,247470.0,5170.0,15048.0,Political Subdivision,.,.,.,25.0,25.0,WECC,3121.0,296193.0,,,,,,,,
"Pioneer Rural Elec Coop, Inc - (OH)",OH,643660.0,16818.0,15054.0,Cooperative,103.91,0.86,120.82558,49.0,0.0,RFC,0.0,661201.0,,,,,,,,
"Pioneer Electric Coop, Inc - (KS)",KS,833463.0,16605.0,15073.0,Cooperative,162.81,.,.,71.0,71.0,SPP,0.0,920256.0,SWPP,75.075,0.0,75.075,,,,
City of Piqua - (OH),OH,301449.0,10735.0,15095.0,Municipal,.,.,.,15.0,0.0,RFC,15.0,316666.0,,,,,,,,
"Platte-Clay Electric Coop, Inc",MO,500146.0,24927.0,15138.0,Cooperative,74.85,0.96,77.96875,64.0,0.0,SERC,0.0,600345.0,AECI,119.028,0.0,119.028,,,,
Pointe Coupee Elec Member Corp,LA,220272.0,9462.0,15175.0,Cooperative,.,.,.,31.0,0.0,SERC,0.0,234077.0,MISO,0.0,0.0,0.0,,,,
Polk County Rural Pub Pwr Dist,NE,81102.0,4725.0,15188.0,Political Subdivision,71.497,0.942,75.899151,38.0,38.0,MRO,0.0,105702.0,SWPP,21.4,0.0,21.4,,903.0,0.0,
City of Ponca City - (OK),OK,345692.0,15858.0,15202.0,Municipal,187.947,2.147,87.539357,30.0,0.0,SPP,0.0,359272.0,,,,,,,,
City of Poplar Bluff - (MO),MO,346395.0,9524.0,15229.0,Municipal,.,.,.,25.0,0.0,SPP,336.0,444547.0,,,,,,,,
Portland General Electric Co,OR,17304691.0,889388.0,15248.0,Investor Owned,98,0.61,160.65574,694.0,7.0,WECC,15871590.0,7811844.0,PGE,0.0,0.0,0.0,,120550.0,0.0,
"Poudre Valley REA, Inc",CO,1323824.0,43959.0,15257.0,Cooperative,85.075,0.869,97.899885,126.0,0.0,WECC,0.0,1365619.0,WACM,0.0,0.0,0.0,4056.696,,,
The Potomac Edison Company,MD,3608061.0,233727.0,15263.0,Investor Owned,172.434,1.079,159.80908,355.0,355.0,,,,PJM,0.0,0.0,0.0,133531.0,,,
The Potomac Edison Company,WV,3698501.0,144403.0,15263.0,Investor Owned,194.167,1.116,173.98477,163.0,163.0,,,,PJM,0.0,0.0,0.0,,1.0,0.0,
Potomac Electric Power Co,DC,3108601.0,257913.0,15270.0,Investor Owned,55,0.49,112.2449,772.0,0.0,RFC,0.0,9601857.0,PJM,0.0,0.0,0.0,,25268.0,272.0,
Potomac Electric Power Co,MD,5925660.0,456699.0,15270.0,Investor Owned,60,0.74,81.081081,719.0,0.0,,,,PJM,0.0,0.0,0.0,,337017.0,31704.0,
Prairie Energy Coop,IA,319604.0,4299.0,15291.0,Cooperative,.,.,.,80.0,0.0,MRO,190.0,329018.0,SWPP,200.23,0.0,200.23,,,,
Powell Valley Electric Coop,TN,413789.0,24152.0,15293.0,Cooperative,204.758,3.101,66.029668,21.0,0.0,SERC,0.0,577587.0,,,,,,,,
Powell Valley Electric Coop,VA,133236.0,8207.0,15293.0,Cooperative,87.754,1.329,66.030098,11.0,0.0,,,,,,,,,,,
Plumas-Sierra Rural Elec Coop,CA,140802.0,7614.0,15308.0,Cooperative,.,.,.,29.0,1.0,WECC,31553.0,122064.0,CISO,73.311,0.0,76.911,67.0,,,
Prague Public Works Authority,OK,19614.0,1267.0,15311.0,Municipal,.,.,.,4.0,0.0,SPP,0.0,22726.0,,,,,,,,
Presque Isle Elec & Gas Coop,MI,245784.0,33713.0,15340.0,Cooperative,.,.,.,69.0,0.0,RFC,0.0,264834.0,MISO,34.3,4.3,38.6,,,,
Polk-Burnett Electric Coop,WI,236611.0,20800.0,15344.0,Cooperative,34.8,0.389,89.460154,54.0,0.0,MRO,0.0,250528.0,MISO,132.688,58.0,191.456,854.0,7113.0,0.0,
Price Electric Coop Inc,WI,67543.0,9240.0,15356.0,Cooperative,.,.,.,16.0,0.0,MRO,0.0,74305.0,MISO,127.619,0.0,127.619,234.0,1789.0,0.0,
City of Princeton - (KY),KY,108220.0,3848.0,15386.0,Municipal,5.263,0.095,55.4,9.0,0.0,SERC,0.0,112029.0,,,,,,,,
Princeton Public Utils Comm,MN,52193.0,2433.0,15387.0,Municipal,7.196,0.085,84.658824,16.0,16.0,MRO,794.0,55384.0,,,,,1432.2,551.0,7.5,
Prince George Electric Coop,VA,344906.0,11898.0,15410.0,Cooperative,123.22,.,.,33.0,0.0,SERC,0.0,359868.0,PJM,0.0,0.0,0.0,,,,
PUD No 3 of Mason County,WA,654549.0,34214.0,15419.0,Political Subdivision,.,.,.,46.0,0.0,,,,BPAT,0.0,0.0,0.0,1497.0,,,
Provo City Corp,UT,765747.0,37291.0,15444.0,Municipal,48,0.758,63.324538,32.0,0.0,WECC,0.0,784995.0,PACE,2493.99,0.0,2493.99,,,,
